Name,Id,Title
HP:0000104,125,Renal agenesis
HP:0000105,126,Enlarged kidney
HP:0000107,3,Renal cyst
HP:0000108,127,Renal corticomedullary cysts
HP:0000110,129,Renal dysplasia
HP:0000111,130,Renal juxtaglomerular cell hypertrophy/hyperplasia
HP:0000112,131,Nephropathy
HP:0000113,132,Polycystic kidney dysplasia
HP:0000114,133,Proximal tubulopathy
HP:0000117,134,Renal phosphate wasting
HP:0000119,96,Abnormality of the genitourinary system
HP:0000121,136,Nephrocalcinosis
HP:0000122,137,Unilateral renal agenesis
HP:0000123,121,Nephritis
HP:0000124,138,Renal tubular dysfunction
HP:0000125,139,Pelvic kidney
HP:0000126,140,Hydronephrosis
HP:0000127,142,Renal salt wasting
HP:0000128,144,Renal potassium wasting
HP:0000130,146,Abnormality of the uterus
HP:0000131,147,Uterine leiomyoma
HP:0000132,149,Menorrhagia
HP:0000133,152,Gonadal dysgenesis
HP:0000134,153,Female hypogonadism
HP:0000135,54,Hypogonadism
HP:0000136,156,Bifid uterus
HP:0000137,158,Abnormality of the ovary
HP:0000138,159,Ovarian cyst
HP:0000139,161,Uterine prolapse
HP:0000140,150,Abnormality of the menstrual cycle
HP:0000141,164,Amenorrhea
HP:0000142,165,Abnormality of the vagina
HP:0000143,166,Rectovaginal fistula
HP:0000144,169,Decreased fertility
HP:0000145,170,Transverse vaginal septum
HP:0000147,172,Polycystic ovaries
HP:0000148,173,Vaginal atresia
HP:0000149,175,Ovarian gonadoblastoma
HP:0000150,176,Gonadoblastoma
HP:0000151,179,Aplasia of the uterus
HP:0000152,270,Abnormality of head or neck
HP:0000153,180,Abnormality of the mouth
HP:0000154,182,Wide mouth
HP:0000155,184,Oral ulcer
HP:0000157,186,Abnormality of the tongue
HP:0000158,188,Macroglossia
HP:0000159,191,Abnormality of the lip
HP:0000160,192,Narrow mouth
HP:0000161,193,Median cleft lip
HP:0000162,195,Glossoptosis
HP:0000163,187,Abnormality of the oral cavity
HP:0000164,196,Abnormality of the dentition
HP:0000166,197,Severe periodontitis
HP:0000168,199,Abnormality of the gingiva
HP:0000169,200,Gingival fibromatosis
HP:0000171,202,Microglossia
HP:0000172,204,Abnormality of the uvula
HP:0000174,206,Abnormality of the palate
HP:0000175,207,Cleft palate
HP:0000176,210,Submucous cleft hard palate
HP:0000177,212,Abnormality of upper lip
HP:0000178,213,Abnormality of lower lip
HP:0000179,214,Thick lower lip vermilion
HP:0000180,216,Lobulated tongue
HP:0000182,217,Movement abnormality of the tongue
HP:0000183,219,Difficulty in tongue movements
HP:0000185,220,Cleft soft palate
HP:0000187,222,Broad alveolar ridges
HP:0000188,224,Short upper lip
HP:0000189,225,Narrow palate
HP:0000190,226,Abnormal oral frenulum morphology
HP:0000191,227,Accessory oral frenulum
HP:0000193,228,Bifid uvula
HP:0000194,229,Open mouth
HP:0000196,231,Lower lip pit
HP:0000197,233,Abnormality of parotid gland
HP:0000198,235,Absence of Stensen duct
HP:0000199,236,Tongue nodules
HP:0000200,237,Short lingual frenulum
HP:0000201,238,Pierre-Robin sequence
HP:0000202,208,Oral cleft
HP:0000204,194,Cleft upper lip
HP:0000205,240,Pursed lips
HP:0000206,241,Glossitis
HP:0000207,242,Triangular mouth
HP:0000211,243,Trismus
HP:0000212,245,Gingival overgrowth
HP:0000214,246,Lip telangiectasia
HP:0000215,248,Thick upper lip vermilion
HP:0000216,250,Broad secondary alveolar ridge
HP:0000217,251,Xerostomia
HP:0000218,253,High palate
HP:0000219,254,Thin upper lip vermilion
HP:0000220,256,Velopharyngeal insufficiency
HP:0000221,257,Furrowed tongue
HP:0000222,258,Gingival hyperkeratosis
HP:0000223,260,Abnormality of taste sensation
HP:0000224,262,Decreased taste sensation
HP:0000225,263,Gingival bleeding
HP:0000227,264,Tongue telangiectasia
HP:0000228,247,Oral cavity telangiectasia
HP:0000230,266,Gingivitis
HP:0000232,267,Everted lower lip vermilion
HP:0000233,255,Thin vermilion border
HP:0000234,269,Abnormality of the head
HP:0000235,271,Abnormality of the fontanelles or cranial sutures
HP:0000236,273,Abnormality of the anterior fontanelle
HP:0000237,275,Small anterior fontanelle
HP:0000238,276,Hydrocephalus
HP:0000239,279,Large fontanelles
HP:0000240,280,Abnormality of skull size
HP:0000242,282,Parietal bossing
HP:0000243,284,Trigonocephaly
HP:0000244,286,Brachyturricephaly
HP:0000245,289,Abnormality of the paranasal sinuses
HP:0000246,291,Sinusitis
HP:0000248,287,Brachycephaly
HP:0000250,292,Dense calvaria
HP:0000252,294,Microcephaly
HP:0000253,297,Progressive microcephaly
HP:0000256,298,Macrocephaly
HP:0000260,300,Wide anterior fontanel
HP:0000262,288,Turricephaly
HP:0000263,301,Oxycephaly
HP:0000264,302,Abnormality of the mastoid
HP:0000265,303,Mastoiditis
HP:0000267,304,Cranial asymmetry
HP:0000268,305,Dolichocephaly
HP:0000269,306,Prominent occiput
HP:0000270,308,Delayed cranial suture closure
HP:0000271,181,Abnormality of the face
HP:0000272,310,Malar flattening
HP:0000273,312,Facial grimacing
HP:0000274,314,Small face
HP:0000275,316,Narrow face
HP:0000276,317,Long face
HP:0000277,244,Abnormality of the mandible
HP:0000278,320,Retrognathia
HP:0000280,321,Coarse facial features
HP:0000282,322,Facial edema
HP:0000283,325,Broad face
HP:0000286,326,Epicanthus
HP:0000287,328,Increased facial adipose tissue
HP:0000288,330,Abnormality of the philtrum
HP:0000289,331,Broad philtrum
HP:0000290,332,Abnormality of the forehead
HP:0000291,329,Abnormality of facial adipose tissue
HP:0000292,334,Loss of facial adipose tissue
HP:0000293,336,Full cheeks
HP:0000294,338,Low anterior hairline
HP:0000295,340,Doll-like facies
HP:0000297,341,Facial hypotonia
HP:0000298,344,Mask-like facies
HP:0000300,346,Oval face
HP:0000301,342,Abnormality of facial musculature
HP:0000303,348,Mandibular prognathia
HP:0000306,349,Abnormality of the chin
HP:0000307,350,Pointed chin
HP:0000308,351,Microretrognathia
HP:0000309,353,Abnormality of the midface
HP:0000311,354,Round face
HP:0000315,355,Abnormality of the orbital region
HP:0000316,356,Hypertelorism
HP:0000317,358,Facial myokymia
HP:0000319,360,Smooth philtrum
HP:0000320,361,Bird-like facies
HP:0000321,362,Square face
HP:0000322,363,Short philtrum
HP:0000324,364,Facial asymmetry
HP:0000325,365,Triangular face
HP:0000326,366,Abnormality of the maxilla
HP:0000327,367,Hypoplasia of the maxilla
HP:0000329,368,Facial hemangioma
HP:0000331,370,Short chin
HP:0000336,371,Prominent supraorbital ridges
HP:0000337,373,Broad forehead
HP:0000338,374,Hypomimic face
HP:0000339,375,Pugilistic facies
HP:0000340,376,Sloping forehead
HP:0000341,377,Narrow forehead
HP:0000343,378,Long philtrum
HP:0000346,379,Whistling appearance
HP:0000347,352,Micrognathia
HP:0000348,381,High forehead
HP:0000349,382,Widow's peak
HP:0000350,384,Small forehead
HP:0000356,385,Abnormality of the outer ear
HP:0000357,387,Abnormal location of ears
HP:0000358,388,Posteriorly rotated ears
HP:0000359,389,Abnormality of the inner ear
HP:0000360,390,Tinnitus
HP:0000362,392,Otosclerosis
HP:0000363,394,Abnormality of earlobe
HP:0000364,391,Hearing abnormality
HP:0000365,397,Hearing impairment
HP:0000366,398,Abnormality of the nose
HP:0000368,399,"Low-set, posteriorly rotated ears"
HP:0000369,400,Low-set ears
HP:0000370,401,Abnormality of the middle ear
HP:0000372,402,Abnormality of the auditory canal
HP:0000375,403,Abnormal cochlea morphology
HP:0000376,405,Incomplete partition of the cochlea type II
HP:0000377,395,Abnormality of the pinna
HP:0000378,407,Cupped ear
HP:0000381,408,Stapes ankylosis
HP:0000383,409,Abnormality of periauricular region
HP:0000384,410,Preauricular skin tag
HP:0000385,412,Small earlobe
HP:0000387,414,Absent earlobe
HP:0000388,415,Otitis media
HP:0000389,416,Chronic otitis media
HP:0000391,417,Thickened helices
HP:0000394,419,Lop ear
HP:0000395,420,Prominent antihelix
HP:0000396,422,Overfolded helix
HP:0000399,424,Prelingual sensorineural hearing impairment
HP:0000400,426,Macrotia
HP:0000402,427,Stenosis of the external auditory canal
HP:0000403,428,Recurrent otitis media
HP:0000405,429,Conductive hearing impairment
HP:0000407,431,Sensorineural hearing impairment
HP:0000408,433,Progressive sensorineural hearing impairment
HP:0000410,435,Mixed hearing impairment
HP:0000411,436,Protruding ear
HP:0000413,437,Atresia of the external auditory canal
HP:0000414,438,Bulbous nose
HP:0000415,441,Abnormality of the choanae
HP:0000417,442,Slender nose
HP:0000418,443,Narrow nasal ridge
HP:0000419,445,Abnormality of the nasal septum
HP:0000420,446,Short nasal septum
HP:0000421,447,Epistaxis
HP:0000422,448,Abnormality of the nasal bridge
HP:0000426,449,Prominent nasal bridge
HP:0000429,450,Abnormality of the nasal alae
HP:0000430,452,Underdeveloped nasal alae
HP:0000431,454,Wide nasal bridge
HP:0000433,455,Abnormality of the nasal mucosa
HP:0000434,456,Nasal mucosa telangiectasia
HP:0000436,439,Abnormality of the nasal tip
HP:0000437,457,Depressed nasal tip
HP:0000444,458,Convex nasal ridge
HP:0000445,459,Wide nose
HP:0000446,460,Narrow nasal bridge
HP:0000447,461,Pear-shaped nose
HP:0000448,462,Prominent nose
HP:0000451,463,Triangular nasal tip
HP:0000452,464,Choanal stenosis
HP:0000453,465,Choanal atresia
HP:0000454,466,Flared nostrils
HP:0000455,467,Broad nasal tip
HP:0000456,469,Bifid nasal tip
HP:0000457,470,Depressed nasal ridge
HP:0000458,471,Anosmia
HP:0000460,473,Narrow nose
HP:0000463,468,Anteverted nares
HP:0000464,475,Abnormality of the neck
HP:0000465,476,Webbed neck
HP:0000466,477,Limited neck range of motion
HP:0000467,479,Neck muscle weakness
HP:0000468,482,Increased adipose tissue around the neck
HP:0000470,484,Short neck
HP:0000471,486,Gastrointestinal angiodysplasia
HP:0000472,488,Long neck
HP:0000473,489,Torticollis
HP:0000474,492,Thickened nuchal skin fold
HP:0000475,494,Broad neck
HP:0000476,495,Cystic hygroma
HP:0000478,6612,Abnormality of the eye
HP:0000479,496,Abnormal retinal morphology
HP:0000480,498,Retinal coloboma
HP:0000481,500,Abnormal cornea morphology
HP:0000482,502,Microcornea
HP:0000483,504,Astigmatism
HP:0000484,507,Hyperopic astigmatism
HP:0000485,508,Megalocornea
HP:0000486,509,Strabismus
HP:0000487,511,Congenital strabismus
HP:0000488,512,Retinopathy
HP:0000490,513,Deeply set eye
HP:0000491,514,Keratitis
HP:0000492,327,Abnormal eyelid morphology
HP:0000493,518,Abnormal foveal morphology
HP:0000494,520,Downslanted palpebral fissures
HP:0000495,522,Recurrent corneal erosions
HP:0000496,524,Abnormality of eye movement
HP:0000498,526,Blepharitis
HP:0000499,527,Abnormality of the eyelashes
HP:0000501,529,Glaucoma
HP:0000502,530,Abnormality of the conjunctiva
HP:0000503,531,Tortuosity of conjunctival vessels
HP:0000504,533,Abnormality of vision
HP:0000505,534,Visual impairment
HP:0000506,535,Telecanthus
HP:0000508,536,Ptosis
HP:0000509,537,Conjunctivitis
HP:0000510,539,Rod-cone dystrophy
HP:0000511,541,Vertical supranuclear gaze palsy
HP:0000512,543,Abnormal electroretinogram
HP:0000514,545,Slow saccadic eye movements
HP:0000517,547,Abnormality of the lens
HP:0000518,548,Cataract
HP:0000519,549,Congenital cataract
HP:0000520,550,Proptosis
HP:0000522,551,Alacrima
HP:0000523,553,Subcapsular cataract
HP:0000524,554,Conjunctival telangiectasia
HP:0000525,555,Abnormality iris morphology
HP:0000526,557,Aniridia
HP:0000527,559,Long eyelashes
HP:0000528,560,Anophthalmia
HP:0000529,563,Progressive visual loss
HP:0000531,565,Corneal crystals
HP:0000532,567,Abnormal chorioretinal morphology
HP:0000533,569,Chorioretinal atrophy
HP:0000534,571,Abnormal eyebrow morphology
HP:0000535,573,Sparse and thin eyebrow
HP:0000537,576,Epicanthus inversus
HP:0000538,577,Pseudopapilledema
HP:0000539,505,Abnormality of refraction
HP:0000540,579,Hypermetropia
HP:0000541,580,Retinal detachment
HP:0000542,581,Impaired ocular adduction
HP:0000543,582,Optic disc pallor
HP:0000544,583,External ophthalmoplegia
HP:0000545,585,Myopia
HP:0000546,586,Retinal degeneration
HP:0000547,587,Tapetoretinal degeneration
HP:0000548,588,Cone/cone-rod dystrophy
HP:0000549,510,Abnormal conjugate eye movement
HP:0000550,589,Undetectable electroretinogram
HP:0000551,590,Abnormality of color vision
HP:0000552,592,Tritanomaly
HP:0000553,556,Abnormality of the uvea
HP:0000554,595,Uveitis
HP:0000555,596,Leukocoria
HP:0000556,540,Retinal dystrophy
HP:0000557,598,Buphthalmos
HP:0000558,601,Rieger anomaly
HP:0000559,604,Corneal scarring
HP:0000561,607,Absent eyelashes
HP:0000563,610,Keratoconus
HP:0000564,613,Lacrimal duct atresia
HP:0000565,615,Esotropia
HP:0000567,617,Chorioretinal coloboma
HP:0000568,618,Microphthalmia
HP:0000570,546,Abnormality of saccadic eye movements
HP:0000571,619,Hypometric saccades
HP:0000572,564,Visual loss
HP:0000573,620,Retinal hemorrhage
HP:0000574,623,Thick eyebrow
HP:0000575,624,Scotoma
HP:0000576,626,Centrocecal scotoma
HP:0000577,627,Exotropia
HP:0000579,629,Nasolacrimal duct obstruction
HP:0000580,630,Pigmentary retinopathy
HP:0000581,632,Blepharophimosis
HP:0000582,634,Upslanted palpebral fissure
HP:0000585,635,Band keratopathy
HP:0000586,637,Shallow orbits
HP:0000587,639,Abnormality of the optic nerve
HP:0000588,640,Optic nerve coloboma
HP:0000589,499,Coloboma
HP:0000590,641,Progressive external ophthalmoplegia
HP:0000591,642,Abnormal sclera morphology
HP:0000592,643,Blue sclerae
HP:0000593,644,Abnormal anterior chamber morphology
HP:0000594,645,Shallow anterior chamber
HP:0000597,646,Ophthalmoparesis
HP:0000598,6970,Abnormality of the ear
HP:0000599,339,Abnormality of the frontal hairline
HP:0000600,648,Abnormality of the pharynx
HP:0000601,649,Hypotelorism
HP:0000602,584,Ophthalmoplegia
HP:0000603,650,Central scotoma
HP:0000605,542,Supranuclear gaze palsy
HP:0000606,572,Abnormality of the periorbital region
HP:0000607,651,Periorbital wrinkles
HP:0000608,653,Macular degeneration
HP:0000609,654,Optic nerve hypoplasia
HP:0000610,568,Abnormal choroid morphology
HP:0000612,657,Iris coloboma
HP:0000613,658,Photophobia
HP:0000614,660,Abnormal morphology of the nasolacrimal system
HP:0000615,597,Abnormal pupil morphology
HP:0000616,661,Miosis
HP:0000617,663,Abnormality of ocular smooth pursuit
HP:0000618,664,Blindness
HP:0000619,665,Impaired convergence
HP:0000620,666,Dacryocystitis
HP:0000621,667,Entropion
HP:0000622,668,Blurred vision
HP:0000623,669,Supranuclear ophthalmoplegia
HP:0000625,670,Eyelid coloboma
HP:0000627,672,Posterior embryotoxon
HP:0000629,674,Periorbital fullness
HP:0000630,675,Abnormal retinal artery morphology
HP:0000631,679,Retinal arterial tortuosity
HP:0000632,682,Lacrimation abnormality
HP:0000633,552,Decreased lacrimation
HP:0000634,683,Impaired ocular abduction
HP:0000635,685,Blue irides
HP:0000636,687,Upper eyelid coloboma
HP:0000637,688,Long palpebral fissure
HP:0000639,689,Nystagmus
HP:0000640,691,Gaze-evoked nystagmus
HP:0000641,692,Dysmetric saccades
HP:0000642,693,Red-green dyschromatopsia
HP:0000643,695,Blepharospasm
HP:0000646,696,Amblyopia
HP:0000647,698,Sclerocornea
HP:0000648,699,Optic atrophy
HP:0000649,700,Abnormality of visual evoked potentials
HP:0000650,701,Abnormal amplitude of pattern reversal visual evoked potentials
HP:0000651,703,Diplopia
HP:0000652,705,Lower eyelid coloboma
HP:0000653,706,Sparse eyelashes
HP:0000654,708,Decreased light- and dark-adapted electroretinogram amplitude
HP:0000655,710,Vitreoretinal degeneration
HP:0000656,711,Ectropion
HP:0000657,712,Oculomotor apraxia
HP:0000658,714,Eyelid apraxia
HP:0000659,715,Peters anomaly
HP:0000660,716,Lipemia retinalis
HP:0000661,717,Palpebral fissure narrowing on adduction
HP:0000662,718,Nyctalopia
HP:0000664,719,Synophrys
HP:0000666,721,Horizontal nystagmus
HP:0000667,722,Phthisis bulbi
HP:0000668,723,Hypodontia
HP:0000670,725,Carious teeth
HP:0000674,727,Anodontia
HP:0000675,728,Macrodontia of permanent maxillary central incisor
HP:0000676,730,Abnormality of the incisor
HP:0000677,731,Oligodontia
HP:0000678,732,Dental crowding
HP:0000679,734,Taurodontia
HP:0000680,738,Delayed eruption of primary teeth
HP:0000682,741,Abnormality of dental enamel
HP:0000683,743,Grayish enamel
HP:0000684,739,Delayed eruption of teeth
HP:0000685,746,Hypoplasia of teeth
HP:0000687,747,Widely spaced teeth
HP:0000689,748,Dental malocclusion
HP:0000690,749,Agenesis of maxillary lateral incisor
HP:0000691,752,Microdontia
HP:0000692,733,Misalignment of teeth
HP:0000694,754,Shell teeth
HP:0000695,756,Natal tooth
HP:0000696,758,Delayed eruption of permanent teeth
HP:0000698,759,Conical tooth
HP:0000699,760,Diastema
HP:0000700,761,Periapical bone loss
HP:0000703,755,Dentinogenesis imperfecta
HP:0000704,198,Periodontitis
HP:0000705,763,Amelogenesis imperfecta
HP:0000706,764,Unerupted tooth
HP:0000707,6671,Abnormality of the nervous system
HP:0000708,659,Behavioral abnormality
HP:0000709,765,Psychosis
HP:0000710,766,Hyperorality
HP:0000711,767,Restlessness
HP:0000712,768,Emotional lability
HP:0000713,770,Agitation
HP:0000716,771,Depressivity
HP:0000717,772,Autism
HP:0000718,774,Aggressive behavior
HP:0000719,776,Inappropriate behavior
HP:0000720,777,Mood swings
HP:0000721,779,Lack of spontaneous play
HP:0000722,780,Obsessive-compulsive behavior
HP:0000723,781,Restrictive behavior
HP:0000725,782,Psychotic episodes
HP:0000726,783,Dementia
HP:0000727,785,Frontal lobe dementia
HP:0000728,786,Impaired ability to form peer relationships
HP:0000729,773,Autistic behavior
HP:0000732,788,Inflexible adherence to routines or rituals
HP:0000733,789,Stereotypy
HP:0000734,791,Disinhibition
HP:0000735,787,Impaired social interactions
HP:0000736,793,Short attention span
HP:0000737,794,Irritability
HP:0000738,795,Hallucinations
HP:0000739,796,Anxiety
HP:0000740,798,Episodic paroxysmal anxiety
HP:0000741,799,Apathy
HP:0000742,801,Self-mutilation
HP:0000743,803,Frontal release signs
HP:0000744,805,Low frustration tolerance
HP:0000745,800,Diminished motivation
HP:0000746,806,Delusions
HP:0000748,807,Inappropriate laughter
HP:0000749,808,Paroxysmal bursts of laughter
HP:0000750,809,Delayed speech and language development
HP:0000751,811,Personality changes
HP:0000752,812,Hyperactivity
HP:0000756,813,Agoraphobia
HP:0000757,814,Lack of insight
HP:0000758,815,Impaired use of nonverbal behaviors
HP:0000759,816,Abnormal peripheral nervous system morphology
HP:0000762,818,Decreased nerve conduction velocity
HP:0000763,820,Sensory neuropathy
HP:0000764,822,Peripheral axonal degeneration
HP:0000765,823,Abnormality of the thorax
HP:0000766,825,Abnormality of the sternum
HP:0000767,826,Pectus excavatum
HP:0000768,827,Pectus carinatum
HP:0000769,6959,Abnormality of the breast
HP:0000771,828,Gynecomastia
HP:0000772,830,Abnormality of the ribs
HP:0000773,832,Short ribs
HP:0000774,834,Narrow chest
HP:0000775,836,Abnormality of the diaphragm
HP:0000776,837,Congenital diaphragmatic hernia
HP:0000777,839,Abnormality of the thymus
HP:0000778,842,Hypoplasia of the thymus
HP:0000782,844,Abnormality of the scapula
HP:0000786,845,Primary amenorrhea
HP:0000787,846,Nephrolithiasis
HP:0000789,847,Infertility
HP:0000790,848,Hematuria
HP:0000791,850,Uric acid nephrolithiasis
HP:0000793,851,Membranoproliferative glomerulonephritis
HP:0000795,82,Abnormality of the urethra
HP:0000796,852,Urethral obstruction
HP:0000798,853,Oligospermia
HP:0000799,854,Renal steatosis
HP:0000800,855,Cystic renal dysplasia
HP:0000802,856,Impotence
HP:0000803,858,Renal cortical cysts
HP:0000804,859,Xanthine nephrolithiasis
HP:0000805,860,Enuresis
HP:0000807,861,Glandular hypospadias
HP:0000808,862,Penoscrotal hypospadias
HP:0000811,42,Abnormal external genitalia
HP:0000812,5,Abnormal internal genitalia
HP:0000813,864,Bicornuate uterus
HP:0000815,865,Hypergonadotropic hypogonadism
HP:0000816,866,Abnormality of Krebs cycle metabolism
HP:0000817,868,Poor eye contact
HP:0000818,840,Abnormality of the endocrine system
HP:0000819,869,Diabetes mellitus
HP:0000820,871,Abnormality of the thyroid gland
HP:0000821,872,Hypothyroidism
HP:0000822,874,Hypertension
HP:0000823,876,Delayed puberty
HP:0000824,878,Growth hormone deficiency
HP:0000825,881,Hyperinsulinemic hypoglycemia
HP:0000826,883,Precocious puberty
HP:0000828,885,Abnormality of the parathyroid gland
HP:0000829,886,Hypoparathyroidism
HP:0000830,879,Anterior hypopituitarism
HP:0000831,889,Insulin-resistant diabetes mellitus
HP:0000832,891,Primary hypothyroidism
HP:0000833,892,Glucose intolerance
HP:0000834,894,Abnormality of the adrenal glands
HP:0000835,895,Adrenal hypoplasia
HP:0000836,897,Hyperthyroidism
HP:0000837,898,Increased circulating gonadotropin level
HP:0000839,901,Pituitary dwarfism
HP:0000840,903,Adrenogenital syndrome
HP:0000841,904,Hyperactive renin-angiotensin system
HP:0000842,882,Hyperinsulinemia
HP:0000843,907,Hyperparathyroidism
HP:0000845,908,Growth hormone excess
HP:0000846,909,Adrenal insufficiency
HP:0000847,905,Abnormality of renin-angiotensin system
HP:0000848,911,Increased circulating renin level
HP:0000849,913,Adrenocortical abnormality
HP:0000851,914,Congenital hypothyroidism
HP:0000852,915,Pseudohypoparathyroidism
HP:0000853,916,Goiter
HP:0000854,918,Thyroid adenoma
HP:0000855,890,Insulin resistance
HP:0000857,920,Neonatal insulin-dependent diabetes mellitus
HP:0000858,163,Menstrual irregularities
HP:0000859,921,Hyperaldosteronism
HP:0000860,923,Parathyroid hypoplasia
HP:0000863,925,Central diabetes insipidus
HP:0000864,928,Abnormality of the hypothalamus-pituitary axis
HP:0000866,929,Euthyroid multinodular goiter
HP:0000867,931,Secondary hyperparathyroidism
HP:0000868,932,Decreased fertility in females
HP:0000869,933,Secondary amenorrhea
HP:0000870,934,Prolactin excess
HP:0000871,935,Panhypopituitarism
HP:0000872,936,Hashimoto thyroiditis
HP:0000873,926,Diabetes insipidus
HP:0000875,939,Episodic hypertension
HP:0000876,940,Oligomenorrhea
HP:0000877,941,Insulin-resistant diabetes mellitus at puberty
HP:0000878,942,11 pairs of ribs
HP:0000879,944,Short sternum
HP:0000882,946,Hypoplastic scapulae
HP:0000883,948,Thin ribs
HP:0000884,949,Prominent sternum
HP:0000885,950,Broad ribs
HP:0000886,951,Deformed rib cage
HP:0000887,952,Cupped ribs
HP:0000888,953,Horizontal ribs
HP:0000889,954,Abnormality of the clavicle
HP:0000890,955,Long clavicles
HP:0000891,956,Cervical ribs
HP:0000892,958,Bifid ribs
HP:0000893,959,Bulging of the costochondral junction
HP:0000894,961,Short clavicles
HP:0000895,963,Lateral clavicle hook
HP:0000896,964,Rib exostoses
HP:0000897,966,Rachitic rosary
HP:0000900,967,Thickened ribs
HP:0000902,968,Rib fusion
HP:0000904,969,Flaring of rib cage
HP:0000905,970,Progressive clavicular acroosteolysis
HP:0000907,972,Anterior rib cupping
HP:0000910,973,Wide-cupped costochondral junctions
HP:0000911,974,Flat glenoid fossa
HP:0000912,976,Sprengel anomaly
HP:0000913,977,Posterior rib fusion
HP:0000914,978,Shield chest
HP:0000915,980,Pectus excavatum of inferior sternum
HP:0000916,981,Broad clavicles
HP:0000917,982,Superior pectus carinatum
HP:0000918,983,Scapular exostoses
HP:0000919,960,Abnormality of the costochondral junction
HP:0000920,984,Enlargement of the costochondral junction
HP:0000921,943,Missing ribs
HP:0000922,985,Posterior rib cupping
HP:0000923,986,Beaded ribs
HP:0000924,6109,Abnormality of the skeletal system
HP:0000925,987,Abnormality of the vertebral column
HP:0000926,988,Platyspondyly
HP:0000927,990,Abnormality of skeletal maturation
HP:0000929,281,Abnormality of the skull
HP:0000932,992,Abnormality of the posterior cranial fossa
HP:0000934,994,Chondrocalcinosis
HP:0000935,998,Thickened cortex of long bones
HP:0000938,1001,Osteopenia
HP:0000939,1003,Osteoporosis
HP:0000940,1004,Abnormal diaphysis morphology
HP:0000941,1005,Short diaphyses
HP:0000943,1006,Dysostosis multiplex
HP:0000944,1008,Abnormality of the metaphysis
HP:0000946,1010,Hypoplastic ilia
HP:0000947,1012,Dumbbell-shaped long bone
HP:0000951,1014,Abnormality of the skin
HP:0000952,1016,Jaundice
HP:0000953,1019,Hyperpigmentation of the skin
HP:0000954,1021,Single transverse palmar crease
HP:0000956,1023,Acanthosis nigricans
