Name,desc,Id
HP:0000436,Abnormality of the nasal tip,336
HP:0000437,Depressed nasal tip,337
HP:0000444,Convex nasal ridge,338
HP:0000445,Wide nose,339
HP:0000446,Narrow nasal bridge,340
HP:0000447,Pear-shaped nose,341
HP:0000448,Prominent nose,342
HP:0000451,Triangular nasal tip,343
HP:0000452,Choanal stenosis,344
HP:0000453,Choanal atresia,345
HP:0000454,Flared nostrils,346
HP:0000455,Broad nasal tip,347
HP:0000456,Bifid nasal tip,348
HP:0000457,Depressed nasal ridge,349
HP:0000458,Anosmia,350
HP:0000460,Narrow nose,351
HP:0000463,Anteverted nares,352
HP:0000464,Abnormality of the neck,353
HP:0000465,Webbed neck,354
HP:0000466,Limited neck range of motion,355
HP:0000467,Neck muscle weakness,356
HP:0000468,Increased adipose tissue around the neck,357
HP:0000470,Short neck,358
HP:0000471,Gastrointestinal angiodysplasia,359
HP:0000472,Long neck,360
HP:0000473,Torticollis,361
HP:0000474,Thickened nuchal skin fold,362
HP:0000475,Broad neck,363
HP:0000476,Cystic hygroma,364
HP:0000478,Abnormality of the eye,365
HP:0000479,Abnormal retinal morphology,366
HP:0000480,Retinal coloboma,367
HP:0000481,Abnormal cornea morphology,368
HP:0000482,Microcornea,369
HP:0000483,Astigmatism,370
HP:0000484,Hyperopic astigmatism,371
HP:0000485,Megalocornea,372
HP:0000486,Strabismus,373
HP:0000487,obsolete Congenital strabismus,374
HP:0000488,Retinopathy,375
HP:0000489,obsolete Abnormality of globe location or size,376
HP:0000490,Deeply set eye,377
HP:0000491,Keratitis,378
HP:0000492,Abnormal eyelid morphology,379
HP:0000493,Abnormal foveal morphology,380
HP:0000494,Downslanted palpebral fissures,381
HP:0000495,Recurrent corneal erosions,382
HP:0000496,Abnormality of eye movement,383
HP:0000497,Globe retraction and deviation on abduction,384
HP:0000498,Blepharitis,385
HP:0000499,Abnormal eyelash morphology,386
HP:0000501,Glaucoma,387
HP:0000502,Abnormal conjunctiva morphology,388
HP:0000503,Tortuosity of conjunctival vessels,389
HP:0000504,Abnormality of vision,390
HP:0000505,Visual impairment,391
HP:0000506,Telecanthus,392
HP:0000508,Ptosis,393
HP:0000509,Conjunctivitis,394
HP:0000510,Rod-cone dystrophy,395
HP:0000511,Vertical supranuclear gaze palsy,396
HP:0000512,Abnormal electroretinogram,397
HP:0000514,Slow saccadic eye movements,398
HP:0000517,Abnormality of the lens,399
HP:0000518,Cataract,400
HP:0000519,Developmental cataract,401
HP:0000520,Proptosis,402
HP:0000522,Alacrima,403
HP:0000523,Subcapsular cataract,404
HP:0000524,Conjunctival telangiectasia,405
HP:0000525,Abnormality iris morphology,406
HP:0000526,Aniridia,407
HP:0000527,Long eyelashes,408
HP:0000528,Anophthalmia,409
HP:0000529,Progressive visual loss,410
HP:0000531,Corneal crystals,411
HP:0000532,Abnormal chorioretinal morphology,412
HP:0000533,Chorioretinal atrophy,413
HP:0000534,Abnormal eyebrow morphology,414
HP:0000535,Sparse and thin eyebrow,415
HP:0000537,Epicanthus inversus,416
HP:0000538,Pseudopapilledema,417
HP:0000539,Abnormality of refraction,418
HP:0000540,Hypermetropia,419
HP:0000541,Retinal detachment,420
HP:0000542,Impaired ocular adduction,421
HP:0000543,Optic disc pallor,422
HP:0000544,External ophthalmoplegia,423
HP:0000545,Myopia,424
HP:0000546,Retinal degeneration,425
HP:0000547,obsolete Tapetoretinal degeneration,426
HP:0000548,Cone/cone-rod dystrophy,427
HP:0000549,Abnormal conjugate eye movement,428
HP:0000550,Undetectable electroretinogram,429
HP:0000551,Color vision defect,430
HP:0000552,Tritanomaly,431
HP:0000553,Abnormal uvea morphology,432
HP:0000554,Uveitis,433
HP:0000555,Leukocoria,434
HP:0000556,Retinal dystrophy,435
HP:0000557,Buphthalmos,436
HP:0000558,Rieger anomaly,437
HP:0000559,Corneal scarring,438
HP:0000561,Absent eyelashes,439
HP:0000563,Keratoconus,440
HP:0000564,Lacrimal duct atresia,441
HP:0000565,Esotropia,442
HP:0000567,Chorioretinal coloboma,443
HP:0000568,Microphthalmia,444
HP:0000570,Abnormal saccadic eye movements,445
HP:0000571,Hypometric saccades,446
HP:0000572,Visual loss,447
HP:0000573,Retinal hemorrhage,448
HP:0000574,Thick eyebrow,449
HP:0000575,Scotoma,450
HP:0000576,Centrocecal scotoma,451
HP:0000577,Exotropia,452
HP:0000579,Nasolacrimal duct obstruction,453
HP:0000580,Pigmentary retinopathy,454
HP:0000581,Blepharophimosis,455
HP:0000582,Upslanted palpebral fissure,456
HP:0000584,Punctate corneal epithelial erosions,457
HP:0000585,Band keratopathy,458
HP:0000586,Shallow orbits,459
HP:0000587,Abnormality of the optic nerve,460
HP:0000588,Optic nerve coloboma,461
HP:0000589,Coloboma,462
HP:0000590,Progressive external ophthalmoplegia,463
HP:0000591,Abnormal sclera morphology,464
HP:0000592,Blue sclerae,465
HP:0000593,Abnormal anterior chamber morphology,466
HP:0000594,Shallow anterior chamber,467
HP:0000597,Ophthalmoparesis,468
HP:0000598,Abnormality of the ear,469
HP:0000599,Abnormality of the frontal hairline,470
HP:0000600,Abnormality of the pharynx,471
HP:0000601,Hypotelorism,472
HP:0000602,Ophthalmoplegia,473
HP:0000603,Central scotoma,474
HP:0000605,Supranuclear gaze palsy,475
HP:0000606,Abnormality of the periorbital region,476
HP:0000607,Periorbital wrinkles,477
HP:0000608,Macular degeneration,478
HP:0000609,Optic nerve hypoplasia,479
HP:0000610,Abnormal choroid morphology,480
HP:0000611,obsolete Choroid coloboma,481
HP:0000612,Iris coloboma,482
HP:0000613,Photophobia,483
HP:0000614,Abnormal nasolacrimal system morphology,484
HP:0000615,Abnormal pupil morphology,485
HP:0000616,Miosis,486
HP:0000617,Abnormality of ocular smooth pursuit,487
HP:0000618,Blindness,488
HP:0000619,Impaired convergence,489
HP:0000620,Dacryocystitis,490
HP:0000621,Entropion,491
HP:0000622,Blurred vision,492
HP:0000623,Supranuclear ophthalmoplegia,493
HP:0000625,Eyelid coloboma,494
HP:0000627,Posterior embryotoxon,495
HP:0000629,Periorbital fullness,496
HP:0000630,Abnormal retinal artery morphology,497
HP:0000631,Retinal arterial tortuosity,498
HP:0000632,Lacrimation abnormality,499
HP:0000633,Decreased lacrimation,500
HP:0000634,Impaired ocular abduction,501
HP:0000635,Blue irides,502
HP:0000636,Upper eyelid coloboma,503
HP:0000637,Long palpebral fissure,504
HP:0000639,Nystagmus,505
HP:0000640,Gaze-evoked nystagmus,506
HP:0000641,Dysmetric saccades,507
HP:0000642,Red-green dyschromatopsia,508
HP:0000643,Blepharospasm,509
HP:0000646,Amblyopia,510
HP:0000647,Sclerocornea,511
HP:0000648,Optic atrophy,512
HP:0000649,Abnormality of visual evoked potentials,513
HP:0000650,Abnormal amplitude of pattern reversal visual evoked potentials,514
HP:0000651,Diplopia,515
HP:0000652,Lower eyelid coloboma,516
HP:0000653,Sparse eyelashes,517
HP:0000654,Decreased light- and dark-adapted electroretinogram amplitude,518
HP:0000655,obsolete Vitreoretinal degeneration,519
HP:0000656,Ectropion,520
HP:0000657,Oculomotor apraxia,521
HP:0000658,Eyelid apraxia,522
HP:0000659,Peters anomaly,523
HP:0000660,Lipemia retinalis,524
HP:0000661,Palpebral fissure narrowing on adduction,525
HP:0000662,Nyctalopia,526
HP:0000664,Synophrys,527
HP:0000666,Horizontal nystagmus,528
HP:0000667,Phthisis bulbi,529
HP:0000668,Hypodontia,530
HP:0000670,Carious teeth,531
HP:0000674,Anodontia,532
HP:0000675,Macrodontia of permanent maxillary central incisor,533
HP:0000676,Abnormality of the incisor,534
HP:0000677,Oligodontia,535
HP:0000678,Dental crowding,536
HP:0000679,Taurodontia,537
HP:0000680,Delayed eruption of primary teeth,538
HP:0000682,Abnormality of dental enamel,539
HP:0000683,Grayish enamel,540
HP:0000684,Delayed eruption of teeth,541
HP:0000685,Hypoplasia of teeth,542
HP:0000687,Widely spaced teeth,543
HP:0000689,Dental malocclusion,544
HP:0000690,Agenesis of maxillary lateral incisor,545
HP:0000691,Microdontia,546
HP:0000692,Misalignment of teeth,547
HP:0000694,Shell teeth,548
HP:0000695,Natal tooth,549
HP:0000696,Delayed eruption of permanent teeth,550
HP:0000698,Conical tooth,551
HP:0000699,Diastema,552
HP:0000700,Periapical bone loss,553
HP:0000703,Dentinogenesis imperfecta,554
HP:0000704,Periodontitis,555
HP:0000705,Amelogenesis imperfecta,556
HP:0000706,Unerupted tooth,557
HP:0000707,Abnormality of the nervous system,558
HP:0000708,Behavioral abnormality,559
HP:0000709,Psychosis,560
HP:0000710,Hyperorality,561
HP:0000711,Restlessness,562
HP:0000712,Emotional lability,563
HP:0000713,Agitation,564
HP:0000716,Depressivity,565
HP:0000717,Autism,566
HP:0000718,Aggressive behavior,567
HP:0000719,Inappropriate behavior,568
HP:0000720,Mood swings,569
HP:0000721,Lack of spontaneous play,570
HP:0000722,Obsessive-compulsive behavior,571
HP:0000723,Restrictive behavior,572
HP:0000725,Psychotic episodes,573
HP:0000726,Dementia,574
HP:0000727,Frontal lobe dementia,575
HP:0000728,Impaired ability to form peer relationships,576
HP:0000729,Autistic behavior,577
HP:0000732,Inflexible adherence to routines or rituals,578
HP:0000733,Stereotypy,579
HP:0000734,Disinhibition,580
HP:0000735,Impaired social interactions,581
HP:0000736,Short attention span,582
HP:0000737,Irritability,583
HP:0000738,Hallucinations,584
HP:0000739,Anxiety,585
HP:0000740,Episodic paroxysmal anxiety,586
HP:0000741,Apathy,587
HP:0000742,Self-mutilation,588
HP:0000743,Frontal release signs,589
HP:0000744,Low frustration tolerance,590
HP:0000745,Diminished motivation,591
HP:0000746,Delusions,592
HP:0000748,Inappropriate laughter,593
HP:0000749,Paroxysmal bursts of laughter,594
HP:0000750,Delayed speech and language development,595
HP:0000751,Personality changes,596
HP:0000752,Hyperactivity,597
HP:0000753,Autism with high cognitive abilities,598
HP:0000756,Agoraphobia,599
HP:0000757,Lack of insight,600
HP:0000758,Impaired use of nonverbal behaviors,601
HP:0000759,Abnormal peripheral nervous system morphology,602
HP:0000762,Decreased nerve conduction velocity,603
HP:0000763,Sensory neuropathy,604
HP:0000764,Peripheral axonal degeneration,605
HP:0000765,Abnormality of the thorax,606
HP:0000766,Abnormality of the sternum,607
HP:0000767,Pectus excavatum,608
HP:0000768,Pectus carinatum,609
HP:0000769,Abnormality of the breast,610
HP:0000771,Gynecomastia,611
HP:0000772,Abnormality of the ribs,612
HP:0000773,Short ribs,613
HP:0000774,Narrow chest,614
HP:0000775,Abnormality of the diaphragm,615
HP:0000776,Congenital diaphragmatic hernia,616
HP:0000777,Abnormality of the thymus,617
HP:0000778,Hypoplasia of the thymus,618
HP:0000782,Abnormality of the scapula,619
HP:0000786,Primary amenorrhea,620
HP:0000787,Nephrolithiasis,621
HP:0000789,Infertility,622
HP:0000790,Hematuria,623
HP:0000791,Uric acid nephrolithiasis,624
HP:0000793,Membranoproliferative glomerulonephritis,625
HP:0000794,IgA deposition in the glomerulus,626
HP:0000795,Abnormality of the urethra,627
HP:0000796,Urethral obstruction,628
HP:0000798,Oligospermia,629
HP:0000799,Renal steatosis,630
HP:0000800,Cystic renal dysplasia,631
HP:0000802,Impotence,632
HP:0000803,Renal cortical cysts,633
HP:0000804,Xanthine nephrolithiasis,634
HP:0000805,Enuresis,635
HP:0000807,Glandular hypospadias,636
HP:0000808,Penoscrotal hypospadias,637
HP:0000809,Urinary tract atresia,638
HP:0000811,Abnormal external genitalia,639
HP:0000812,Abnormal internal genitalia,640
HP:0000813,Bicornuate uterus,641
HP:0000815,Hypergonadotropic hypogonadism,642
HP:0000816,Abnormality of Krebs cycle metabolism,643
HP:0000817,Poor eye contact,644
HP:0000818,Abnormality of the endocrine system,645
HP:0000819,Diabetes mellitus,646
HP:0000820,Abnormality of the thyroid gland,647
HP:0000821,Hypothyroidism,648
HP:0000822,Hypertension,649
HP:0000823,Delayed puberty,650
HP:0000824,Growth hormone deficiency,651
HP:0000825,Hyperinsulinemic hypoglycemia,652
HP:0000826,Precocious puberty,653
HP:0000828,Abnormality of the parathyroid gland,654
HP:0000829,Hypoparathyroidism,655
HP:0000830,Anterior hypopituitarism,656
HP:0000831,Insulin-resistant diabetes mellitus,657
HP:0000832,Primary hypothyroidism,658
HP:0000833,obsolete Glucose intolerance,659
HP:0000834,Abnormality of the adrenal glands,660
HP:0000835,Adrenal hypoplasia,661
HP:0000836,Hyperthyroidism,662
HP:0000837,Increased circulating gonadotropin level,663
HP:0000839,Pituitary dwarfism,664
HP:0000840,Adrenogenital syndrome,665
HP:0000841,Hyperactive renin-angiotensin system,666
HP:0000842,Hyperinsulinemia,667
HP:0000843,Hyperparathyroidism,668
HP:0000845,Growth hormone excess,669
HP:0000846,Adrenal insufficiency,670
HP:0000847,Abnormality of renin-angiotensin system,671
HP:0000848,Increased circulating renin level,672
HP:0000849,Adrenocortical abnormality,673
HP:0000851,Congenital hypothyroidism,674
HP:0000852,Pseudohypoparathyroidism,675
HP:0000853,Goiter,676
HP:0000854,Thyroid adenoma,677
HP:0000855,Insulin resistance,678
HP:0000857,Neonatal insulin-dependent diabetes mellitus,679
HP:0000858,Irregular menstruation,680
HP:0000859,Hyperaldosteronism,681
HP:0000860,Parathyroid hypoplasia,682
HP:0000863,Central diabetes insipidus,683
HP:0000864,Abnormality of the hypothalamus-pituitary axis,684
HP:0000866,Euthyroid multinodular goiter,685
HP:0000867,Secondary hyperparathyroidism,686
HP:0000868,Decreased fertility in females,687
HP:0000869,Secondary amenorrhea,688
HP:0000870,Increased circulating prolactin concentration,689
HP:0000871,Panhypopituitarism,690
HP:0000872,Hashimoto thyroiditis,691
HP:0000873,Diabetes insipidus,692
HP:0000875,Episodic hypertension,693
HP:0000876,Oligomenorrhea,694
HP:0000877,Insulin-resistant diabetes mellitus at puberty,695
HP:0000878,11 pairs of ribs,696
HP:0000879,Short sternum,697
HP:0000882,Hypoplastic scapulae,698
HP:0000883,Thin ribs,699
HP:0000884,Prominent sternum,700
HP:0000885,Broad ribs,701
HP:0000886,Deformed rib cage,702
HP:0000887,Cupped ribs,703
HP:0000888,Horizontal ribs,704
HP:0000889,Abnormality of the clavicle,705
HP:0000890,Long clavicles,706
HP:0000891,Cervical ribs,707
HP:0000892,Bifid ribs,708
HP:0000893,Bulging of the costochondral junction,709
HP:0000894,Short clavicles,710
HP:0000895,Lateral clavicle hook,711
HP:0000896,Rib exostoses,712
HP:0000897,Rachitic rosary,713
HP:0000900,Thickened ribs,714
HP:0000902,Rib fusion,715
HP:0000904,Flaring of rib cage,716
HP:0000905,Progressive clavicular acroosteolysis,717
HP:0000907,Anterior rib cupping,718
HP:0000910,Wide-cupped costochondral junctions,719
HP:0000911,Flat glenoid fossa,720
HP:0000912,Sprengel anomaly,721
HP:0000913,Posterior rib fusion,722
HP:0000914,Shield chest,723
HP:0000915,Pectus excavatum of inferior sternum,724
HP:0000916,Broad clavicles,725
HP:0000917,Superior pectus carinatum,726
HP:0000918,Scapular exostoses,727
HP:0000919,Abnormality of the costochondral junction,728
HP:0000920,Enlargement of the costochondral junction,729
